,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,yes_Or_no
7499,685325112850124800,0,0,2016-01-08 05:00:14+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/685325112850124800/photo/1,10,10,None,puppo,0
7501,685315239903100929,0,0,2016-01-08 04:21:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/685315239903100929/photo/1,https://twitter.com/dog_rates/status/685315239903100929/photo/1",11,10,None,puppo,0
7509,684914660081053696,0,0,2016-01-07 01:49:14+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/684914660081053696/photo/1,12,10,None,puppo,0
7513,684594889858887680,0,0,2016-01-06 04:38:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/684594889858887680/photo/1,10,10,None,puppo,0
7515,684538444857667585,684481074559381504,4196983835,2016-01-06 00:54:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/684538444857667585/video/1,12,10,None,puppo,0
7519,684225744407494656,684222868335505408,4196983835,2016-01-05 04:11:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/684225744407494656/photo/1,https://twitter.com/dog_rates/status/684225744407494656/photo/1",143,130,None,puppo,0
7520,684222868335505415,0,0,2016-01-05 04:00:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/684222868335505415/photo/1,121,110,None,puppo,0
7523,684188786104872960,0,0,2016-01-05 01:44:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/684188786104872960/photo/1,10,10,None,puppo,0
7530,683834909291606017,0,0,2016-01-04 02:18:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683834909291606017/video/1,9,10,None,puppo,0
7531,683828599284170753,0,0,2016-01-04 01:53:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683828599284170753/photo/1,12,10,None,puppo,0
7536,683462770029932544,0,0,2016-01-03 01:39:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683462770029932544/photo/1,8,10,None,puppo,0
7537,683449695444799489,0,0,2016-01-03 00:47:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683449695444799489/photo/1,10,10,None,puppo,0
7539,683357973142474752,0,0,2016-01-02 18:43:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683357973142474752/photo/1,10,10,None,puppo,0
7542,683098815881154561,0,0,2016-01-02 01:33:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aahhhhkslaldhwnxmzbbs 12/10 for being da smooshiest https://t.co/UOPdXmUz4H,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683098815881154561/photo/1,12,10,None,puppo,0
7543,683078886620553216,0,0,2016-01-02 00:14:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/683078886620553216/photo/1,9,10,None,puppo,0
7550,682638830361513985,0,0,2015-12-31 19:05:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have no words. Just a magnificent pup. 12/10 https://t.co/viwWHZgX8j,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/682638830361513985/photo/1,https://twitter.com/dog_rates/status/682638830361513985/photo/1,https://twitter.com/dog_rates/status/682638830361513985/photo/1,https://twitter.com/dog_rates/status/682638830361513985/photo/1",12,10,None,puppo,0
7551,682429480204398592,0,0,2015-12-31 05:14:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/682429480204398592/photo/1,8,10,None,puppo,0
7567,681610798867845120,0,0,2015-12-28 23:00:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*collapses* 12/10 https://t.co/C7M8mnzHIK,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/681610798867845120/photo/1,12,10,None,puppo,0
7577,681231109724700672,0,0,2015-12-27 21:52:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/681231109724700672/photo/1,11,10,None,puppo,0
7579,680970795137544192,0,0,2015-12-27 04:37:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/680970795137544192/photo/1,9,10,None,puppo,0
7586,680801747103793152,0,0,2015-12-26 17:25:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/680801747103793152/photo/1,10,10,None,puppo,0
7591,680494726643068929,0,0,2015-12-25 21:06:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have uncovered an entire battalion of holiday puppers. Average of 11.26/10 https://t.co/eNm2S6p9BD,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/680494726643068929/photo/1,26,10,None,puppo,0
7596,680191257256136705,0,0,2015-12-25 01:00:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a sleepy Christmas pupper 11/10 https://t.co/KXg0f8GNQ9,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/680191257256136705/photo/1,11,10,None,puppo,0
7602,680100725817409536,0,0,2015-12-24 19:00:23+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/680100725817409536/photo/1,11,10,None,puppo,0
7606,679862121895714818,0,0,2015-12-24 03:12:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Dammit hooman I'm jus trynna lik the fler"" 11/10 https://t.co/eRZRI8OTj7",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/679862121895714818/photo/1,11,10,None,puppo,0
7609,679828447187857408,0,0,2015-12-24 00:58:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1",13,10,None,puppo,0
7611,679736210798047232,0,0,2015-12-23 18:51:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/679736210798047232/photo/1,9,10,None,puppo,0
7614,679530280114372609,0,0,2015-12-23 05:13:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys this really needs to stop. We've been over this way too many times. This is a giraffe. We only rate dogs.. 7/10 https://t.co/yavgkHYPOC,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/679530280114372609/photo/1,7,10,None,puppo,0
7621,679148763231985668,0,0,2015-12-22 03:57:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I know everyone's excited for Christmas but that doesn't mean you can send in reindeer. We only rate dogs... 8/10 https://t.co/eWjWgbOCYL,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/679148763231985668/photo/1,8,10,None,puppo,0
7625,679047485189439488,0,0,2015-12-21 21:15:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/679047485189439488/photo/1,9,10,None,puppo,0
7626,678991772295516161,0,0,2015-12-21 17:33:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If your Monday isn't going so well just take a look at this. Both 12/10 https://t.co/GJT6SILPGU,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/678991772295516161/photo/1,12,10,None,puppo,0
7628,678800283649069056,0,0,2015-12-21 04:52:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/678800283649069056/photo/1,12,10,None,puppo,0
7637,678446151570427904,0,0,2015-12-20 05:25:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Touching scene here. Really stirs up the emotions. The bond between father &amp; son. So beautiful. 10/10 for both pups https://t.co/AJWJHov5gx,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/678446151570427904/photo/1,10,10,None,puppo,0
7640,678399652199309312,0,0,2015-12-20 02:20:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This made my day. 12/10 please enjoy https://t.co/VRTbo3aAcm,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/678399652199309312/video/1,12,10,None,puppo,0
7641,678396796259975168,0,0,2015-12-20 02:09:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These little fellas have opposite facial expressions. Both 12/10 https://t.co/LmThv0GWen,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/678396796259975168/photo/1,https://twitter.com/dog_rates/status/678396796259975168/photo/1",12,10,None,puppo,0
7644,678341075375947776,0,0,2015-12-19 22:28:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper likes tape. 12/10 https://t.co/cSp6w5GWgm,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/678341075375947776/photo/1,12,10,None,puppo,0
7646,678278586130948096,0,0,2015-12-19 18:19:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. 10/10 very spooked https://t.co/JK8MByRzgj,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/678278586130948096/photo/1,10,10,None,puppo,0
7649,677918531514703872,0,0,2015-12-18 18:29:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Everything looks pretty good in there. Make sure to brush your gums. Been flossing? How's school going?"" Both 10/10 https://t.co/lWL2IMJqLR",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677918531514703872/photo/1,10,10,None,puppo,0
7650,677895101218201600,0,0,2015-12-18 16:56:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys this was terrifying. Really spooked me up. We don't rate ghosts. We rate dogs. Please only send dogs... 9/10 https://t.co/EJImi1udYb,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677895101218201600/photo/1,9,10,None,puppo,0
7651,677716515794329600,0,0,2015-12-18 05:06:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IT'S PUPPERGEDDON. Total of 144/120 ...I think https://t.co/ZanVtAtvIq,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677716515794329600/photo/1,144,120,None,puppo,0
7654,677687604918272002,0,0,2015-12-18 03:11:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This was Cindy's face when she heard Susan forgot the snacks for after the kid's soccer game. 11/10 https://t.co/gzkuVGRgAD,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677687604918272002/photo/1,11,10,None,puppo,0
7655,677673981332312066,0,0,2015-12-18 02:17:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Endangered triangular pup here. Could be a wizard. Caught mid-laugh. No legs. Just fluff. Probably a wizard. 9/10 https://t.co/GFVIHIod0Z,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677673981332312066/photo/1,9,10,None,puppo,0
7657,677644091929329666,0,0,2015-12-18 00:18:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a dog swinging. I really enjoyed it so I hope you all do as well. 11/10 https://t.co/Ozo9KHTRND,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677644091929329666/video/1,11,10,None,puppo,0
7659,677565715327688705,0,0,2015-12-17 19:07:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Contortionist pup here. Inside pentagram. Clearly worships Satan. Known to slowly push fragile stuff off tables 6/10 https://t.co/EX9oR55VMe,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677565715327688705/photo/1,6,10,None,puppo,0
7660,677557565589463040,0,0,2015-12-17 18:34:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reckless pupper here. Not even looking at road. Absolute menace. No regard for fellow pupper lives. 10/10 still cute https://t.co/96IBkOYB7j,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677557565589463040/photo/1,10,10,None,puppo,0
7661,677547928504967168,0,0,2015-12-17 17:56:29+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Not much to say here. I just think everyone needs to see this. 12/10 https://t.co/AGag0hFHpe,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677547928504967168/photo/1,12,10,None,puppo,0
7663,677334615166730240,0,0,2015-12-17 03:48:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This dog gave up mid jump. 9/10 https://t.co/KmMv3Y2zI8,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/677334615166730240/photo/1,https://twitter.com/dog_rates/status/677334615166730240/photo/1",9,10,None,puppo,0
7670,677187300187611136,0,0,2015-12-16 18:03:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a Byzantine Rigatoni. Very aerodynamic. No eyes. Actually not windy here they just look like that. 9/10 https://t.co/gzI0m6wXRo,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/677187300187611136/photo/1,9,10,None,puppo,0
7672,676957860086095872,0,0,2015-12-16 02:51:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10/10 I'd follow this dog into battle no questions asked https://t.co/ngTNXYQF0L,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676957860086095872/video/1,10,10,None,puppo,0
7675,676946864479084545,0,0,2015-12-16 02:08:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pups goal was to get all four feet as close to each other as possible. Valiant effort 12/10 https://t.co/2mXALbgBTV,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676946864479084545/photo/1,12,10,None,puppo,0
7677,676936541936185344,0,0,2015-12-16 01:27:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. 8/10 https://t.co/mqvaxleHRz,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676936541936185344/photo/1,8,10,None,puppo,0
7680,676821958043033607,0,0,2015-12-15 17:51:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Finally some constructive political change in this country. 11/10 https://t.co/mvQaETHVSb,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/676821958043033607/photo/1,https://twitter.com/dog_rates/status/676821958043033607/photo/1",11,10,None,puppo,0
7681,676819651066732545,0,0,2015-12-15 17:42:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Watch out Airbud. This pupper is also good at the sports. 12/10 I'm thinking D1 https://t.co/1HrFdo7M0C,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/676819651066732545/photo/1,https://twitter.com/dog_rates/status/676819651066732545/photo/1",12,10,None,puppo,0
7684,676617503762681856,0,0,2015-12-15 04:19:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. 13/10 https://t.co/mpQl2rJjDh,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676617503762681856/photo/1,13,10,None,puppo,0
7686,676606785097199616,0,0,2015-12-15 03:36:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*screeches for a sec and then faints* 12/10 https://t.co/N5QL4ySBEx,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676606785097199616/photo/1,12,10,None,puppo,0
7690,676575501977128964,0,0,2015-12-15 01:32:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is very passionate about Christmas. Wanted to give the tree a hug. So cute. 8/10 https://t.co/NsGyECJuq7,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676575501977128964/photo/1,8,10,None,puppo,0
7691,676533798876651520,0,0,2015-12-14 22:46:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ITSOFLUFFAYYYYY 12/10 https://t.co/bfw13CnuuZ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676533798876651520/photo/1,12,10,None,puppo,0
7693,676470639084101634,0,0,2015-12-14 18:35:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Three generations of pupper. 11/10 for all https://t.co/tAmQYvzrau,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676470639084101634/photo/1,11,10,None,puppo,0
7694,676440007570247681,0,0,2015-12-14 16:34:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hope your Monday isn't too awful. Here's two baseball puppers. 11/10 for each https://t.co/dB0H9hdZai,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/676440007570247681/photo/1,https://twitter.com/dog_rates/status/676440007570247681/photo/1",11,10,None,puppo,0
7696,676263575653122048,0,0,2015-12-14 04:52:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",All this pupper wanted to do was go skiing. No one told him about the El Niño. Poor pupper. 10/10 maybe next year https://t.co/fTgbq1UBR9,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676263575653122048/photo/1,10,10,None,puppo,0
7700,676191832485810177,0,0,2015-12-14 00:07:50+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These two pups just met and have instantly bonded. Spectacular scene. Mesmerizing af. 10/10 and 7/10 for blue dog https://t.co/gwryaJO4tC,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/676191832485810177/photo/1,https://twitter.com/dog_rates/status/676191832485810177/photo/1,https://twitter.com/dog_rates/status/676191832485810177/photo/1",10,10,None,puppo,0
7704,676089483918516224,0,0,2015-12-13 17:21:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Yes hello I'ma just snag this here toasted bagel real quick. carry on."" 9/10 https://t.co/Cuz0Osnekp",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/676089483918516224/photo/1,9,10,None,puppo,0
7705,675898130735476737,0,0,2015-12-13 04:40:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'm sure you've all seen this pupper. Not prepared at all for the flying disc of terror. 10/10 https://t.co/G0pQiFGM7O,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675898130735476737/photo/1,10,10,None,puppo,0
7707,675888385639251968,0,0,2015-12-13 04:02:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675888385639251968/photo/1,10,10,None,puppo,0
7708,675878199931371520,0,0,2015-12-13 03:21:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ok, I'll admit this is a pretty adorable bunny hopping towards the ocean but please only send in dogs... 11/10 https://t.co/sfsVCGIipI",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675878199931371520/photo/1,11,10,None,puppo,0
7709,675870721063669760,675707330206547968,4196983835,2015-12-13 02:51:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675870721063669760/photo/1,11,10,None,puppo,0
7710,675853064436391936,0,0,2015-12-13 01:41:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an entire platoon of puppers. Total score: 88/80 would pet all at once https://t.co/y93p6FLvVw,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/675853064436391936/photo/1,https://twitter.com/dog_rates/status/675853064436391936/photo/1",88,80,None,puppo,0
7712,675822767435051008,0,0,2015-12-12 23:41:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10s https://t.co/GK2HJtkdQk,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675822767435051008/photo/1,10,10,None,puppo,0
7713,675820929667219457,0,0,2015-12-12 23:34:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a handful of sleepy puppers. All look unaware of their surroundings. Lousy guard dogs. Still cute tho 11/10s https://t.co/lyXX3v5j4s,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675820929667219457/photo/1,11,10,None,puppo,0
7716,675740360753160193,0,0,2015-12-12 18:13:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper licking in slow motion. 12/10 please enjoy https://t.co/AUJi8ujxw9,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675740360753160193/video/1,12,10,None,puppo,0
7718,675707330206547968,675497103322386432,4196983835,2015-12-12 16:02:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We've got ourselves a battle here. Watch out Reggie. 11/10 https://t.co/ALJvbtcwf0,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675707330206547968/photo/1,11,10,None,puppo,0
